key,field,value,evidence_type,evidence,pdf_file,page,section,note
jeon2025prediction,aggregation,unknown,quote,ing rate of 0.001. We fix the inflection point c = 50 for our,Jeon2025_PredictionLossGuided.pdf,6,4.1 Experimental Settings / Implementation Details,Continues 'model. Each experiment is run 10 times.' The ± in Table 1 is SEM over these runs. How R_test is formed over the test instances (mean or sum; before or after dividing by R_worst) is never stated.
jeon2025prediction,aggregation,unknown,absence,"Grepped whole-paper text Jeon2025_PredictionLossGuided.txt for: mean (hits: 'mean-squared error' p.3, 'geometric mean' of gradient norms pp.4-5, p.9, 'standard error of the mean' p.6-7 -- none about aggregating regret), average (0), sum (only 'telescoping sum' p.9 and knapsack objective p.11), 'test set'/'test data'/instances (0 relevant; 'instances' p.4 about gradient magnitudes). Read Sec. 4.1-4.2 (pp.6-7), Table 1 caption, Appendix B (p.11) in full. R_test is never defined as a sum or mean over test instances, and 'Rworst for each problem' does not say whether the worst case is per test instance or per problem setting. Train/test split sizes are not given anywhere.",Jeon2025_PredictionLossGuided.pdf,6;7;11,4.1 Experimental Settings; Appendix B,
jeon2025prediction,noise,real,quote,"For the knapsack problem, we use the data from Mandi et al. (2020). The objective of a knapsack problem is to select a",Jeon2025_PredictionLossGuided.pdf,11,B.2 Details in Knapsack Problem,"Knapsack item values/features are an existing dataset (Mandi et al. 2020, real energy-price data), not generated by the paper. The paper itself never says 'real' or 'synthetic'."
jeon2025prediction,noise,real,quote,"For the portfolio optimization problem, we use the N = 49 industry portfolios data from Kenneth R. French’s homepage.",Jeon2025_PredictionLossGuided.pdf,11,B.4 Details in Portfolio Optimization Problem,Real financial data.
jeon2025prediction,noise,real,quote,"linear transformation. Specifically, we multiply each website’s true CTR vector yw ∈ RU with a randomly generated matrix",Jeon2025_PredictionLossGuided.pdf,11,B.3 Details in Budget Allocation Problem,"Budget allocation: true CTRs taken from the Wilder et al. (2019) setup (real Yahoo data by provenance) but features are simulated as x_w = A y_w -- a deterministic transform, so y is a deterministic function of x. Semi-synthetic; see notes."
jeon2025prediction,noise,real,quote,"the input dimensionality and introducing noise into the prediction process. We consider {0, 500} fake targets.",Jeon2025_PredictionLossGuided.pdf,11,B.3 Details in Budget Allocation Problem,"The 500-fake-target variant appends randomly generated CTRs -- a synthetic perturbation of the real labels. The word 'noise' here is about the prediction task, not a stochastic Y|X."
jeon2025prediction,noise,real,absence,"Grepped whole-paper text for: synthetic (0), real (1: 'real-world settings' in the Conclusion p.7), noise (2: p.3 about noise-contrastive losses of Mandi et al. 2022, p.11 fake targets), generat (p.6 'randomly generated click-through rates', p.11 'randomly generated matrix A', 'randomly generated fake targets'), dataset (p.6 'Further details on experiment settings such as datasets ... Appendix B', p.11). Read Sec. 4 (pp.6-7) and Appendix B (p.11) in full. The paper never characterises its data as real or synthetic; all three problems reuse datasets from prior work (Mandi et al. 2020; Wilder et al. 2019; Kenneth French library), with the budget allocation features simulated from the true labels.",Jeon2025_PredictionLossGuided.pdf,6;7;11,4 Experiments and Results; Appendix B,
jeon2025prediction,synthetic,no,quote,"For the knapsack problem, we use the data from Mandi et al. (2020). The objective of a knapsack problem is to select a",Jeon2025_PredictionLossGuided.pdf,11,B.2 Details in Knapsack Problem,No regret-reporting experiment generates its labels from a synthetic DGP; the only generated components are the budget-allocation feature map x_w = A y_w and the appended fake targets (p.11). Borderline -- see notes.
jeon2025prediction,synthetic,no,quote,"To simulate website features, we construct a feature vector xw ∈ RU for each website w by applying a random",Jeon2025_PredictionLossGuided.pdf,11,B.3 Details in Budget Allocation Problem,Counter-evidence: features (not labels) are simulated in the budget allocation problem.
jeon2025prediction,contaminated,no,quote,"In both budget allocation problems, DFL outperforms",Jeon2025_PredictionLossGuided.pdf,7,4.2 Results,"Continues 'PFL, highlighting the role of ∇Ldec. As β increases in the convex combination baselines, regret steadily decreases, confirming the emphasis on ∇Ldec improves performance.' -- within-regime method comparisons (β is a method hyperparameter, not a DGP regime)."
jeon2025prediction,contaminated,no,quote,tent but remain less robust in the more challenging 500-fake,Jeon2025_PredictionLossGuided.pdf,7,4.2 Results,Borderline counter-evidence: 'Gradient perturbation methods match this trend to some extent but remain less robust in the more challenging 500-fake scenario.' compares method behaviour across the 0- vs 500-fake-target regimes. See notes.
jeon2025prediction,contaminated,no,quote,"vious problems, as accurate predictions are more directly",Jeon2025_PredictionLossGuided.pdf,7,4.2 Results,"'The portfolio optimization problem differs from the previous problems, as accurate predictions are more directly related to high-quality decisions. Unlike in other problems, PFL outperforms DFL in this setting.' -- cross-problem comparison of the method *ranking*, not of the metric's magnitude; rubric treats within-regime rankings as not contaminated."
jeon2025prediction,contaminated,no,absence,"Read Sec. 4.2 Results (p.7), the Table 1 caption (p.7), the Conclusion (p.7) and the Abstract/Introduction (pp.1-2) in full looking for conclusions drawn by comparing normalized regret across problems, capacities, fake-target levels or data sizes. Grepped for: increas (p.7 'As β increases' -- hyperparameter; p.11 'increasing the input dimensionality'), harder/challenging (p.6 'more challenging version augmented with fake targets', p.7 'more challenging 500-fake scenario'), degree/noise level/training size (0), 'room'/'headroom'/'gap' (0). Every headline conclusion is a within-setting method ranking ('Our method outperforms the baselines across the problems except for the unweighted knapsack', Table 1 caption; 'Overall, our approach is the only method that consistently outperforms across all tasks', p.7). The three capacity constraints per knapsack variant are pooled, not compared ('we test for three different capacity constraints', p.7). The one cross-regime clause is the 500-fake remark recorded above.",Jeon2025_PredictionLossGuided.pdf,1;6;7,4.2 Results; 5 Conclusion,
jeon2025prediction,contaminated,yes,adjudication,"Two grounds: the ratio R_test/R_worst is interpreted as 'how far a model's decision is from the best possible outcome in [0, 1]' (p6), a captured-share reading whose denominator counts the irreducible premium as available; and the 0- vs 500-fake-target comparison (p7) compares the metric across two DGPs.",Jeon2025_PredictionLossGuided.pdf,6;7,4.1; 4.2,VG ruling 2026-08-31; the reader's rows quote both passages
jeon2025prediction,formula_stated,partial,equation,"prediction and the optimal objective value obtained using the :: Eq. (7): R(ŷ, y) := L_dec(a*(ŷ), y) − L_dec(a*(y), y)",Jeon2025_PredictionLossGuided.pdf,6,4.1 Experimental Settings / Evaluation Metric,"The per-instance regret is a numbered formula; the normalization is stated in words as R_test / R_worst with the worst-case decision defined per problem, but R_test (the test-set aggregate) is never defined. A reader who accepts the verbal ratio as a precise definition could record 'yes' -- see notes."
jeon2025prediction,formula_stated,partial,quote,"rithm as Rtest /Rworst . Intuitively, the normalized test re-",Jeon2025_PredictionLossGuided.pdf,6,4.1 Experimental Settings / Evaluation Metric,The normalization as written.
capitaine2026online,metric_name,average cumulated cost (reported experimental quantity; no oracle subtracted),equation,"we plot on the left-hand panel the average cumulated cost :: t ↦ t^{-1} Σ_{s=1}^{t} ḡ_{s,v_s}(X_s), incurred by DF-OGD, DF-FTPL, PF-OGD and online SPO over 10 runs of T = 5000 timesteps",Capitaine2026_OnlineDFL.pdf,9,4 Experiments -- Results,"The experiment reports the raw cumulative (time-averaged) realized cost plus MSE, not a regret; the regret with TM-side comparator appears only in the theory (Thms in Sec. 3). Appendix E additionally reports the 'average cumulated cost gap PFL - DFL as a function of γ' (p19), a policy-vs-policy difference, still no oracle."
capitaine2026online,oracle,"TM-side comparator (conditional-expectation oracle, best-in-class)",equation,"we consider the notions of static and dynamic regret to measure the effectiveness of a learning strategy {θt }t∈[T ] , which are respectively: :: Eq. (4): R^s_T = Σ_t f_t(θ_t) − inf_{θ∈Θ} Σ_t E[f_t(θ)]; R^d_T = Σ_t F_t(θ_t) − Σ_t inf_{θ∈Θ} F_t(θ), where F_t(θ) = E[f_t(θ) | H_{t−1}] and f_t(θ) = ⟨ḡ_t(X_t), w*_t(θ)⟩",Capitaine2026_OnlineDFL.pdf,4,2 Setting,"Both theoretical regrets compare to the best parameter θ in the class under EXPECTED loss, not to the realized-cost optimum: the comparator sits on the true-model side (and is class-restricted, so it is not exactly the TM policy oracle either)."
capitaine2026online,oracle,TM-side comparator: the paper's own justification for not using a realized comparator,quote,"In our dynamic regret, the sequence of actions is compared against a sequence of oracles, each minimizing the instantaneous loss. Without taking the conditional expectation over Ht−1 , each comparator could overfit to the specific realization of Xt resulting in an unrealistically strong benchmark. By considering the conditional expectation of the loss, we effectively regularize the dynamic comparators, making them meaningful competitors.",Capitaine2026_OnlineDFL.pdf,4,2 Setting,Explicit statement that a realized (look-ahead) comparator would be 'an unrealistically strong benchmark' -- directly relevant to the look-ahead premium argument.
capitaine2026online,noise,"yes (synthetic, Gaussian noise on costs)",quote,"where A > 0, εt ∼ N(0, IK ) is a Gaussian noise and θt⋆ ∈ Rp is a parameter which satisfies",Capitaine2026_OnlineDFL.pdf,9,4 Experiments -- Synthetic data,"Eq. (9): c_t(X_t) = A sin^4((2 X_t θ*_t)^{-1}) + ε_t with drifting θ*_t = θ*/2 + ζ_t/2; noisy, non-stationary synthetic DGP."
capitaine2026online,setting,online setting (rule 2): round-by-round protocol with per-round feedback,quote,"The general form of the decision-making dynamics we consider can be described as follows: at each round t ∈ [T ], for a horizon T ∈ N, given the current parameter θt , 1. Nature picks a distribution for Xt ∈ X and a cost function ḡt : X → Z. 2. The decision-maker observes Xt and compute its prediction as g(θt , Xt ).",Capitaine2026_OnlineDFL.pdf,3,2 Setting (Online decision-focused learning),"Steps 3-4 continue: the decision-maker takes the action minimizing the predicted cost (Eq. 2), then 'observes ḡt (Xt ) and update θt+1 for the next round.' Fully online; 'no stationary assumptions are made on the process' (p4)."
lee2026pear,metric_name,normalized regret,quote,"and 500 test instances. We report normalized regret,",LeeJinLee2026_PEAR.pdf,7,5. Experiments,Sentence continues 'defined as' followed by Eq. (24). Tables 1-3 and 5-10 all report 'Normalized regret (%)'.
lee2026pear,metric_name,normalized regret,quote,"Table 1. LP benchmarks. Normalized regret (%, ↓) and training time (s, ↓), over 5 seeds. Best in bold and second best underlined.",LeeJinLee2026_PEAR.pdf,6,5.1 Synthetic LP Benchmarks / Table 1,
lee2026pear,metric_name,normalized regret above 100% (portfolio),quote,MSE               90.80±2.05      33.0±9.5        89.22±21.67      37.51±6.18       0.92±0.14     -40.00±4.49,LeeJinLee2026_PEAR.pdf,7,5.2 / Table 3 (Real-world QP),"On the real S&P 100 mean-variance task the normalized regret is 85.38%-90.80% (MSE 90.80, QPTH 87.85, CvxpyLayers 87.36, PEAR 85.38): the hindsight-oracle denominator makes even the best method lose ~85% of the perfect-foresight objective. Never remarked on in the text."
lee2026pear,metric_name,normalized regret above 100% (portfolio),quote,PEAR (Ours)       85.38±6.91     122.3±38.6      184.19±86.24      58.84±19.49      1.44±0.47    -29.35±5.36,LeeJinLee2026_PEAR.pdf,7,5.2 / Table 3 (Real-world QP),Best method still at 85.38% normalized regret on real data.
lee2026pear,metric_name,normalized regret above 100% (portfolio),quote,MSE              119.9±0.2   126.4±0.1    130.6±0.1    138.3±0.1,LeeJinLee2026_PEAR.pdf,17,Appendix F.3 / Table 7 (Lower bound generalization),Under the short-selling shift the normalized regret exceeds 100% for every method: 119.9%-167.6% across Table 7 (MSE 119.9-138.3; CvxpyLayers up to 167.6). The metric being >100% draws no comment; F.3 simply ranks methods.
lee2026pear,metric_name,normalized regret above 100% (portfolio),quote,CvxpyLayers      129.8±2.5   149.0±5.8    156.9±6.8    167.6±7.1,LeeJinLee2026_PEAR.pdf,17,Appendix F.3 / Table 7 (Lower bound generalization),Upper end of the >100% range (167.6% at lb=-1.0).
lee2026pear,oracle,LA,equation,cision computed from ĉ under the true cost c: :: Eq. (2): R(ĉ; c) = [φ(z*(ĉ)) + c^T z*(ĉ)] − [φ(z*(c)) + c^T z*(c)],LeeJinLee2026_PEAR.pdf,3,3. Regret Gradient via Tangent-Space Projection,"'Decision-Focused Learning minimizes the regret of the decision computed from ĉ under the true cost c' -- regret against the optimum for the realized cost vector: look-ahead / hindsight oracle. In the portfolio task c_i are realized future returns, so z*(c_i) is the perfect-foresight portfolio."
lee2026pear,oracle,LA,equation,"and 500 test instances. We report normalized regret, :: Eq. (24): [Σ_{i=1}^{ntest} (c_i^T z*(ĉ_i) − c_i^T z*(c_i))] / [Σ_{i=1}^{ntest} |c_i^T z*(c_i)|]",LeeJinLee2026_PEAR.pdf,7,5. Experiments,c_i is the realized test cost of instance i; z*(c_i) its hindsight optimum.
lee2026pear,denominator,oracle_cost,equation,"and 500 test instances. We report normalized regret, :: Eq. (24): [Σ_{i=1}^{ntest} (c_i^T z*(ĉ_i) − c_i^T z*(c_i))] / [Σ_{i=1}^{ntest} |c_i^T z*(c_i)|]",LeeJinLee2026_PEAR.pdf,7,5. Experiments,Denominator is the sum over the test set of absolute hindsight-optimal objectives (the PyEPO normalized regret; all methods 'are implemented in PyEPO').
lee2026pear,aggregation,ratio_of_sums,equation,"and 500 test instances. We report normalized regret, :: Eq. (24): [Σ_{i=1}^{ntest} (c_i^T z*(ĉ_i) − c_i^T z*(c_i))] / [Σ_{i=1}^{ntest} |c_i^T z*(c_i)|]",LeeJinLee2026_PEAR.pdf,7,5. Experiments,"Sum of regrets over sum of absolute oracle costs, then reported over 5 seeds."
lee2026pear,noise,mixed,quote,ϵij = 1 (no noise). To evaluate robustness under model,LeeJinLee2026_PEAR.pdf,7,5.1 Synthetic LP Benchmarks,"Main LP experiments (Tables 1, 5, 6, 8, 9) are noiseless: 'In the main experiments, we set ϵij = 1 (no noise).'"
lee2026pear,noise,mixed,quote,"misspecification, we also test with multiplicative noise ϵij ∼",LeeJinLee2026_PEAR.pdf,7,5.1 Synthetic LP Benchmarks,"Continues (next interleaved line): 'U (1 − ϵ, 1 + ϵ) for ϵ ∈ {0.1, 0.3, 0.5}' -- a separate noisy sweep (Table 2, degree 8)."
lee2026pear,noise,mixed,quote,We study portfolio optimization using historical daily returns from S&P 100 constituents over 2010–2024.,LeeJinLee2026_PEAR.pdf,14,Appendix C.3 (Mean-Variance Optimization),"Real-data experiment; also a real-world knapsack ('building investment', Table 10, p.20). Noiseless synthetic + noisy synthetic + real data => mixed."
lee2026pear,synthetic,yes,quote,This section evaluates PEAR on two synthetic LP,LeeJinLee2026_PEAR.pdf,7,5. Experiments,Continues 'benchmarks and a real-world QP task'. The synthetic Shortest Path and Knapsack report normalized regret (Tables 1-2).
lee2026pear,synthetic,yes,quote,The cost vectors for both tasks are generated from feature,LeeJinLee2026_PEAR.pdf,7,5.1 Synthetic LP Benchmarks,"Continues: 'vectors x ∼ N (0, Ip) via a polynomial mapping (Elmachtoub & Grigas, 2022; Tang & Khalil, 2022)', Eq. (23)."
lee2026pear,contaminated,yes,quote,with larger gains as nonlinearity increases. At degree,LeeJinLee2026_PEAR.pdf,7,5.1 Synthetic LP Benchmarks (Results),"'On Shortest Path, our method matches or outperforms all baselines at every degree, with larger gains as nonlinearity increases.' -- conclusion drawn by comparing the regret gap across polynomial degrees (DGP regimes)."
lee2026pear,contaminated,yes,quote,over the next-best method widening as degree increases. In,LeeJinLee2026_PEAR.pdf,7,5.1 Synthetic LP Benchmarks (Results),"'On Knapsack, our method achieves the lowest regret across all configurations, with the margin over the next-best method widening as degree increases.' -- cross-degree comparison of the metric."
lee2026pear,contaminated,yes,quote,"noise levels (ϵ = 0.5), PEAR consistently achieves the",LeeJinLee2026_PEAR.pdf,7,5.1 Synthetic LP Benchmarks (Results),"'Even under high noise levels (ϵ = 0.5), PEAR consistently achieves the lowest regret on both tasks.' -- conclusion across noise levels (Table 2 sweeps ϵ in {0.1, 0.3, 0.5})."
lee2026pear,contaminated,yes,quote,"hardest degree (Deg 8), while small positive β is marginally better at the intermediate degrees. On Knapsack the effect",LeeJinLee2026_PEAR.pdf,18,Appendix E.3 (Normal-injection ablation),Ablation conclusions also read the metric across degrees ('the hardest degree').
lee2026pear,formula_stated,yes,equation,"and 500 test instances. We report normalized regret, :: Eq. (24): [Σ_{i=1}^{ntest} (c_i^T z*(ĉ_i) − c_i^T z*(c_i))] / [Σ_{i=1}^{ntest} |c_i^T z*(c_i)|]",LeeJinLee2026_PEAR.pdf,7,5. Experiments,"Regret (Eq. 2, p.3) and its normalization/aggregation (Eq. 24, p.7) are both written out."
wan2026solver,metric_name,normalized regret,quote,normalized regret on the test set,WanLiu2026_WISE.pdf,7,4. Experiments,"'Regarding evaluation metrics of a predictor, we used the normalized regret on the test set {(xi, yi)}_{i=1}^{ntest}, defined as' followed by the display formula. Figures 3/5 say 'Normalized testing set regret'; appendix Tables 1-3 'normalized testing set regret (%)'."
wan2026solver,metric_name,normalized regret,quote,This metric quantifies the percentage gap in decision quality,WanLiu2026_WISE.pdf,7,4. Experiments,Continues: 'compared to an oracle with full knowledge.'
wan2026solver,oracle,LA,equation,"Recall that the decision loss is defined as :: ℓdecision(ŷ, y) = y^T w*(ŷ) − y^T w*(y)",WanLiu2026_WISE.pdf,3,2. Decision Focused Learning via Measure Transformation,y is the realized cost vector of the instance; w*(y) its hindsight optimum -- look-ahead oracle.
wan2026solver,oracle,LA,quote,compared to an oracle with full knowledge. Implementation,WanLiu2026_WISE.pdf,7,4. Experiments,The paper's own words: the normalized-regret benchmark is the full-knowledge (hindsight) oracle on each test instance.
wan2026solver,denominator,oracle_cost,equation,"normalized regret on the test set :: [Σ_{i=1}^{ntest} ℓdecision(f(x_i), y_i)] / [Σ_{i=1}^{ntest} |y_i^T w*(y_i)|]",WanLiu2026_WISE.pdf,7,4. Experiments,Denominator is the sum of absolute hindsight-optimal objectives over the test set. Unnumbered display equation.
wan2026solver,aggregation,ratio_of_sums,equation,"normalized regret on the test set :: [Σ_{i=1}^{ntest} ℓdecision(f(x_i), y_i)] / [Σ_{i=1}^{ntest} |y_i^T w*(y_i)|]",WanLiu2026_WISE.pdf,7,4. Experiments,Sum of decision losses over sum of absolute oracle costs; reported over 20 independent trials (Figs. 3 and 5 captions).
wan2026solver,noise,yes,quote,"where ϵij ∼ Unif[−0.5, 0.5],",WanLiu2026_WISE.pdf,7,4.1 2D knapsack Problem,"Knapsack DGP: y_ij = f*_ij(x_i)(1 + ϵ_ij) with multiplicative uniform noise of half-width 0.5. Same DGP for the shortest path (App. D.2, p.24: 'where ϵij ∼ Unif[−0.5, 0.5] and fij follows')."
wan2026solver,noise,yes,quote,"where ϵij ∼ Unif[−0.5, 0.5] and fij follows",WanLiu2026_WISE.pdf,24,Appendix D.2 (Shortest Path),"Shortest-path DGP: same multiplicative Unif[−0.5, 0.5] noise as the knapsack."
wan2026solver,noise,yes,quote,ζ i ∈ Rp and ϵi ∈ Rd are drawn independently from a standardized Student’s t-distribution with degrees of freedom ν = 3,WanLiu2026_WISE.pdf,25,Appendix D.3 Portfolio Optimization,Portfolio DGP: additive heavy-tailed factor noise e_i = Lζ_i + 0.01ϵ_i with Student-t(ν=3) components; asset returns r_i = µ(x_i) + e_i.
wan2026solver,noise,yes,quote,dent’s t-distribution rather than the standard Gaussian noise,WanLiu2026_WISE.pdf,8,4.3 Portfolio Optimization,"Full sentence: 'To evaluate robustness against extreme market events, we modify the experimental setup by sampling noise from a Student's t-distribution rather than the standard Gaussian noise used in the previous experiments.' NOTE: this description of the baseline noise as 'standard Gaussian' contradicts the paper's own DGPs -- the knapsack (p.7) and shortest path (p.24) both use multiplicative Unif[−0.5, 0.5] noise, and no Gaussian noise DGP appears anywhere ('Gaussian' otherwise occurs only for a 2-d Gaussian illustrating the measure transformation, p.4-ish Sec. 2.1). See notes."
wan2026solver,synthetic,yes,quote,"We considered feature dimension p = 6, number of stocks d = 25. Regarding the data generating process, the input features",WanLiu2026_WISE.pdf,25,Appendix D.3 Portfolio Optimization,"All three experiments (knapsack, shortest path, portfolio) use fully synthetic DGPs; no real data in the paper."
wan2026solver,synthetic,yes,quote,"tures are sampled as xi ∼ N (0, Ip ). The item value yij fol-",WanLiu2026_WISE.pdf,7,4.1 2D knapsack Problem,"Knapsack features and values generated synthetically ('The input features are sampled as xi ~ N(0, Ip)')."
wan2026solver,contaminated,yes,quote,"ing set is small (n = 100, 200, 400 and degree = 1, 2).",WanLiu2026_WISE.pdf,8,4.1 2D knapsack Problem (results),"'Our method produces high-quality solutions across different degrees of model misspecification and significantly outperforms the benchmarks, including MSE, especially when the training set is small (n = 100, 200, 400 and degree = 1, 2).' -- conclusion drawn by comparing the metric across sample sizes and degrees."
wan2026solver,contaminated,yes,quote,"under a low misspecification (e.g., degree = 1) and remains",WanLiu2026_WISE.pdf,8,4.2 Shortest Path Problem (results),"'our method outperforms DFL methods under a low misspecification (e.g., degree = 1) and remains competitive under high misspecification' -- ranking read across degree regimes."
wan2026solver,contaminated,yes,quote,"tween methods are smaller. This is expected, as the strongly",WanLiu2026_WISE.pdf,8,4.3 Portfolio Optimization (results),"'Unlike the shortest path and knapsack settings, the performance gaps between methods are smaller. This is expected, as the strongly convex nature of the feasible region ensures a stable mapping from prediction to decision, where small prediction errors translate to proportionally small decision regret.' -- cross-problem comparison of the metric, explained via the strongly convex feasible region (the explanation continues on p.9: 'ping from prediction to decision, where small prediction / errors translate to proportionally small decision regret')."
wan2026solver,contaminated,yes,quote,errors translate to proportionally small decision regret. Nev-,WanLiu2026_WISE.pdf,9,4.3 Portfolio Optimization (results),"Tail of the strongly-convex explanation; continues 'ertheless, our method maintains a consistent advantage, particularly in model misspecification regimes.'"
wan2026solver,contaminated,yes,quote,"Table 3 summarizes the results, where we can see the gap between different methods is narrower compared to the previous",WanLiu2026_WISE.pdf,27,Appendix D.3 (Table 3),Appendix repeats the cross-problem comparison ('narrower compared to the previous two experiments').
wan2026solver,contaminated,yes,quote,200         0.88 ± 0.02     0.89 ± 0.02        0.96 ± 0.03   0.88 ± 0.02   0.95 ± 0.04,WanLiu2026_WISE.pdf,27,Appendix D.3 / Table 3 (Portfolio),"Portfolio normalized regrets span 0.45%-0.96%: worst cell 0.96 (SPO+, degree 1, n=200); best cells 0.45 (WISE and DBB, degree 7, n=1600). Two orders of magnitude below the knapsack/shortest-path regrets (~8-25%, Table 2 p.25), the contrast the strongly-convex-region sentence interprets."
wan2026solver,contaminated,yes,quote,1600         0.52 ± 0.02     0.45 ± 0.02        0.46 ± 0.02   0.46 ± 0.02   0.45 ± 0.01,WanLiu2026_WISE.pdf,27,Appendix D.3 / Table 3 (Portfolio),"Lower end of the 0.45%-0.96% range (degree 7, n=1600)."
wan2026solver,formula_stated,yes,equation,"normalized regret on the test set :: [Σ_{i=1}^{ntest} ℓdecision(f(x_i), y_i)] / [Σ_{i=1}^{ntest} |y_i^T w*(y_i)|]",WanLiu2026_WISE.pdf,7,4. Experiments,Decision loss (p.3) and normalization (p.7) both written as formulas.
benslimane2026online,metric_name,cumulative regret (final cumulative regret; ergodic average regret per iteration),quote,"Convergence figures plot the ergodic average regret per iteration, Regrett /t.",Benslimane2026_OnPolicyDFL.pdf,9,3.2 / 3.3 Results,"Reported quantities: 'Table 1 reports final cumulative regret across the four benchmarks under both feedback regimes' (p9); appendix figures report 'Final cumulative regret' (log scale). Raw sums over T = 2,000 rounds, mean over 30 replications; no normalization."
benslimane2026online,oracle,LA (per-round realized-cost optimum),equation,"metric reported is cumulative regret, RegretT = :: Regret_T = Σ_{t=1}^{T} ( c_t^T w_t − min_{w∈S} c_t^T w ), where w_t ∈ S is the decision implemented at iteration t",Benslimane2026_OnPolicyDFL.pdf,9,3.2 Algorithms and implementation details (end) / 3.3 Results,"Each round's comparator is min_{w∈S} c_t^T w, the optimum for the REALIZED cost vector c_t -- a per-round look-ahead (hindsight) oracle, summed over rounds. pdftotext garbles the inline formula; transcription checked against the PDF context."
benslimane2026online,noise,yes (synthetic stochastic DGPs) plus one real-data benchmark,quote,Let deg denote the polynomial degree parameter and ξ¯ the multiplicative- noise radius.,Benslimane2026_OnPolicyDFL.pdf,21,Appendix F Benchmark data and generation details -- Top-k instance,"Top-k/shortest-path costs: u_t = [1 + (1 + ω x_t/√p)^deg] ⊙ ξ_t with ξ_{t,j} ~ Unif[1−ξ̄, 1+ξ̄] 'when multiplicative noise is enabled, while ξ_{t,j} = 1 otherwise' (p21) -- Table 1 header says 'synthetic degree-8' without stating ξ̄, and Figure 7 (p31) is 'under moderate noise'. The pricing instance is stochastic regardless (Poisson demand with a lognormal common shock, p21), and c_t ~ p*(·|x_t) throughout (p3); the fourth benchmark is 'the real-data energy-scheduling benchmark' (p9). So noise = yes/mixed; see notes."
benslimane2026online,setting,online / partial (bandit) feedback setting (rule 2); underlying problem is contextual LINEAR optimization,quote,"We consider a sequential contextual stochastic linear optimization setting. At each time t = 1, 2, . . ., the decision-maker observes a context xt ∈ X ⊆ Rdx (context dimension dx ) and then makes a decision wt ∈ S, where S ⊂ Rdw is a compact feasible set.",Benslimane2026_OnPolicyDFL.pdf,3,2 Decision-focused on-policy learning with partial feedback,"Continues: 'the latent cost vector ct ∼ p⋆(· | xt) is never observed directly: once a decision is made, the learner sees only a partial-feedback vector vt' -- sequential decision-making with bandit-type feedback. The objective is linear (title: 'Contextual Linear Optimization'), so the paper fails only rule 2 (online), not rule 1."
spitzer2026regret,metric_name,regret expressed as a percentage,quote,"the performance of the SPO, DBB, and DPO approaches is evaluated in terms of regret expressed as a percentage, both with and without regularization.",SpitzerSanson2026_SolutionStability.pdf,11,6.2 Benchmark Study,"Every regret report: Table 2 (p.11), Table 3 p-values computed on 'the regret computed on the test dataset' (p.11), Table 4 (p.13), Appendix B restating Table 4 (p.16)."
spitzer2026regret,metric_name,regret expressed as a percentage,quote,Table 2: Regret as percentage (%) for various problems and DFL techniques.,SpitzerSanson2026_SolutionStability.pdf,11,6.2 Benchmark Study / Table 2,Table 4 (p.13) similarly: 'Table 4: Regret (%) for each category and method.'
spitzer2026regret,metric_name,regret expressed as a percentage,quote,Table 4: Regret (%) for each category and method.,SpitzerSanson2026_SolutionStability.pdf,13,6.3 In-Depth Study / Table 4,"Values reach 125.57 (Table 2, SP3 DPO) and 271.14 (Table 4, Cat. 2 DPO), i.e. the percentage exceeds 100% without comment."
spitzer2026regret,oracle,LA,equation,"it evaluates the decision estimate :: Eq. (4): Lr(x, θ̄; v) = θ̄^T y − θ̄^T f(θ̄), with y = f(hv(x)); θ̄ is the ground-truth cost vector of the sample.",SpitzerSanson2026_SolutionStability.pdf,3,2.1 Learning from Decisions,Regret compares the decision under the predicted cost against the optimum under the realized (ground-truth) cost θ̄ of each instance: look-ahead / hindsight oracle.
spitzer2026regret,oracle,LA,quote,"using the regret loss Lr , which quantifies how much worse the decision based on predicted parameters is compared to the decision based on the true parameters.",SpitzerSanson2026_SolutionStability.pdf,3,2.1 Learning from Decisions,Verbal definition accompanying Eq. (4).
spitzer2026regret,denominator,not_stated,absence,"Whole-paper grep (case-insensitive): 'regret' 19 hits, all read -- the only definition is the unnormalized regret loss Lr (Eq. 4, p.3); 'percent' 2 hits (p.11 'regret expressed as a percentage' and the Table 2 caption), neither followed by a definition; 'normaliz' 2 hits (both about the L2 normalization r_n of predicted cost vectors, Def. 5.1 p.9 and p.12 -- a regularizer, not the metric); 'relative' 4 hits (all 'relative scale'/'information relative to'); 'denominator' 0; 'divid' 2 ('divided into a training dataset...' twice); 'ratio' 15 (all inside 'regularization'/'configuration(s)'); '%' appears only in the two table captions and Table 2/4 headers. Read in full: 6 Numerical Experiments, 6.1 Experimentation setup and statistical testing (p.10), 6.2 Benchmark Study (pp.11-12), 6.3 In-Depth Study (pp.12-14), 7 Conclusion (p.14), Appendix B (p.16). What the percentage is a percentage OF is never stated anywhere.",SpitzerSanson2026_SolutionStability.pdf,11,6.2 Benchmark Study,Agrees with audit.csv denominator = not_stated.
spitzer2026regret,denominator,per_instance,inference,The code is directly derived from the original work of Mandi et al. (2024) and is available for reproducibility purposes (Spitzer, 2026).,SpitzerSanson2026_SolutionStability.pdf,10,6 Numerical Experiments
