sweep_id,venue,year,title,bucket,reason,confidence,frame_id,model_id,prompt_hash,run_date
SW0332,NeurIPS,2025,Conformal Prediction for Ensembles: Improving Efficiency via Score-Based Aggregation,CANDIDATE,"Mentions predict-then-optimize regression setting with downstream decision problem, suggesting optimization in the pipeline.",medium,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0333,NeurIPS,2025,Continual Optimization with Symmetry Teleportation for Multi-Task Learning,OUT,Multi-task learning focuses on model training machinery; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0334,NeurIPS,2025,DiffE2E: Rethinking End-to-End Driving with a Hybrid Diffusion-Regression-Classification Policy,CANDIDATE,Autonomous driving involves control/planning decisions; learned model predicts trajectories and control actions from sensor inputs.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0335,NeurIPS,2025,Differentiable Structure Learning and Causal Discovery for General Binary Data,OUT,Causal discovery and structure learning with no downstream decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0336,NeurIPS,2025,Differentiation Through Black-Box Quadratic Programming Solvers,CANDIDATE,Differentiating through QP solvers enables optimization as a layer in neural networks and bi-level optimization pipelines.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0337,NeurIPS,2025,Elevating Visual Perception in Multimodal LLMs with Visual Embedding Distillation,OUT,Focuses on improving visual representations in multimodal LLMs through distillation; no external decision or optimization problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0338,NeurIPS,2025,Exploring Tradeoffs through Mode Connectivity for Multi-Task Learning,OUT,"Multi-task learning optimization focuses on model training machinery, not an external decision or optimization problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0339,NeurIPS,2025,Feasibility-Aware Decision-Focused Learning for Predicting Parameters in the Constraints,CANDIDATE,Constrained optimization problem with uncertain parameters predicted from context; classic decision-focused learning setting.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0340,NeurIPS,2025,From Pretraining to Pathology: How Noise Leads to Catastrophic Inheritance in Medical Models,OUT,Transfer learning and model robustness work; no optimization or decision problem as object of study.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0341,NeurIPS,2025,HeavyWater and SimplexWater: Distortion-free LLM Watermarks for Low-Entropy Distributions,OUT,"Watermarking LLM outputs is model machinery, not an external optimization or decision problem being solved.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0342,NeurIPS,2025,Hierarchical Optimization via LLM-Guided Objective Evolution for Mobility-on-Demand Systems,CANDIDATE,Ride-hailing vehicle routing/assignment is the decision problem; LLM generates objectives for the optimization layer.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0343,NeurIPS,2025,Hierarchical Shortest-Path Graph Kernel Network,OUT,Graph representation learning for classification/regression; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0344,NeurIPS,2025,INC: An Indirect Neural Corrector for Auto-Regressive Hybrid PDE Solvers,OUT,Numerical simulation of PDEs with learned correctors; no external decision or optimization problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0345,NeurIPS,2025,Inverse Optimization Latent Variable Models for Learning Costs Applied to Route Problems,CANDIDATE,Routing is a combinatorial decision problem; method learns cost functions from observed solutions using inverse optimization.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0346,NeurIPS,2025,Learning and Planning Multi-Agent Tasks via an MoE-based World Model,OUT,Multi-agent reinforcement learning with world models; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0347,NeurIPS,2025,Learning Gradient Boosted Decision Trees with Algorithmic Recourse,OUT,"Focus is on model training methodology (gradient boosting with recourse constraints), not on solving an external optimization problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0348,NeurIPS,2025,metaTextGrad: Automatically optimizing language model optimizers,OUT,Only optimization is training/tuning machinery for LLMs themselves; no external decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0349,NeurIPS,2025,"Neural Rule Lists: Learning Discretizations, Rules, and Order in One Go",OUT,Rule list learning is model training methodology; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0350,NeurIPS,2025,Online Portfolio Selection with ML Predictions,CANDIDATE,Portfolio allocation is a decision problem and the object of the work; learned predictions inform the allocation strategy.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0351,NeurIPS,2025,Physics-informed Reduced Order Modeling of Time-dependent PDEs via Differentiable Solvers,OUT,Numerical simulation of PDEs with no external decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0352,NeurIPS,2025,Puppeteer: Rig and Animate Your 3D Models,OUT,Rigging and animation of 3D models; no optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0353,NeurIPS,2025,Regression Trees Know Calculus,OUT,Focus is on gradient estimation and model interpretation for regression trees; no downstream optimization or decision problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0354,NeurIPS,2025,Revisiting End-to-End Learning with Slide-level Supervision in Computational Pathology,OUT,Medical image classification with no external decision or optimization problem; only model training methodology.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0355,NeurIPS,2025,RPG360: Robust 360 Depth Estimation with Perspective Foundation Models and Graph Optimization,OUT,Depth estimation for 360° images with no downstream decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0356,NeurIPS,2025,Scalable Feature Learning on Huge Knowledge Graphs for Downstream Machine Learning,OUT,Representation learning for knowledge graphs; no optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0357,NeurIPS,2025,Smart Surrogate Losses for Contextual Stochastic Linear Optimization with Robust Constraints,CANDIDATE,Stochastic linear optimization with knapsack and production problems as objects; learned predictions of uncertain parameters.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0358,NeurIPS,2025,Solver-Free Decision-Focused Learning for Linear Optimization Problems,CANDIDATE,Linear optimization is the decision problem object; learned model predicts parameters in predict-then-optimize pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0359,NeurIPS,2025,Sparc3D: Sparse Representation and Construction for High-Resolution 3D Shapes Modeling,OUT,Generative modeling of 3D shapes; no downstream decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0360,NeurIPS,2025,Structured Reinforcement Learning for Combinatorial Decision-Making,CANDIDATE,"Routing, scheduling, and assortment planning are decision problems; combinatorial optimization layers embedded in learned actor network.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0361,NeurIPS,2025,Template-Guided 3D Molecular Pose Generation via Flow Matching and Differentiable Optimization,OUT,"Molecular conformation prediction is a physical/geometric modeling problem, not a decision or optimization problem as the object.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0362,NeurIPS,2025,The Bias-Variance Tradeoff in Data-Driven Optimization: A Local Misspecification Perspective,CANDIDATE,"Stochastic optimization with context-dependent decisions; compares SAA, estimate-then-optimize, and integrated estimation-optimization approaches.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0363,NeurIPS,2025,Towards Minimizing Feature Drift in Model Merging: Layer-wise Task Vector Fusion for Adaptive Knowledge Integration,OUT,"Model merging is training/compression machinery, not an external decision or optimization problem as the object.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0364,NeurIPS,2025,Training the Untrainable: Introducing Inductive Bias via Representational Alignment,OUT,Focus is on neural network training methodology and architectural design; no external optimization or decision problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0365,NeurIPS,2025,VeriLoC: Line-of-Code Level Prediction of Hardware Design Quality from Verilog Code,OUT,Predicting design quality metrics from code; no optimization or decision problem as the object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0366,OR,2023,Technical Note-Data-Driven Profit Estimation Error in the Newsvendor Model,OUT,Paper analyzes statistical bias in profit estimation for newsvendor model; no learned or predictive component in pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0367,OR,2023,"The Analytics of Bed Shortages: Coherent Metric, Prediction, and Optimization",CANDIDATE,Bed capacity planning is an optimization problem; predictive component for bed shortages appears in same pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0368,OR,2025,Application-Driven Learning: A Closed-Loop Prediction and Optimization Approach Applied to Dynamic Reserves and Demand Forecasting,CANDIDATE,Two-stage optimization for reserve requirements and demand forecasting with learned predictive component in same pipeline.,high,SF0103,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0369,OR,2025,Contextual Inverse Optimization: Offline and Online Learning,CANDIDATE,Contextual optimization with decision-making over time; optimization problem is the object with learned/predictive component.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0370,OR,2025,Inverse Optimization: Theory and Applications,OUT,Review paper surveying inverse optimization methods; not a primary research contribution with learned/predictive component.,high,SF0049,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0371,OR,2025,Mixed-Integer Optimization with Constraint Learning,CANDIDATE,Mixed-integer optimization problems with learned constraints from data; decision problems are the object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0372,OR,2025,Robustifying Conditional Portfolio Decisions via Optimal Transport,CANDIDATE,Portfolio allocation is a decision problem and the object of the work; includes learned/predictive component via side information.,high,SF0205,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0373,OR,2025,Technical Note—Data-Driven Sample Average Approximation with Covariate Information,CANDIDATE,Stochastic optimization with uncertain parameters predicted from covariates; decision-making is the object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0374,OR,2025,"The Analytics of Robust Satisficing: Predict, Optimize, Satisfice, Then Fortify",CANDIDATE,Portfolio investment and pricing are decision problems; learned predictions feed into optimization under uncertainty.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0375,OR,2026,Decision Making with Side Information: A Causal Transport Robust Approach,CANDIDATE,Stochastic optimization with decisions informed by covariates; decision rules are the object of the work.,high,SF0303,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0376,OR,2026,Integrated Conditional Estimation-Optimization,CANDIDATE,Optimization problem with uncertain parameters predicted from context; integrated learning and optimization framework.,high,SF0113,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0377,OR,2026,Online Learning and Optimization for Queues with Unknown Arrival Rate and Service Distribution,CANDIDATE,Queueing optimization problem (service fee and capacity decisions) with learned/estimated parameters from data in pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0378,OR,2026,Robust Actionable Prescriptive Analytics,CANDIDATE,Portfolio optimization and taxi allocation are decision problems; policies transform side information into decisions using learned components.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0379,OR,2026,Survey of Data-driven Newsvendor: Unified Analysis and Spectrum of Achievable Regrets,CANDIDATE,Newsvendor is a classical inventory optimization problem; paper studies data-driven approaches combining prediction and decision-making.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
